id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1242,Listing 1242,3766,Host51,Manhattan,Harlem,40.52985,-73.90899,Private room,89.09,1,20,2023-06-15,2.43,6,0
1243,Listing 1243,2084,Host416,Bronx,Riverdale,40.79307,-73.71638,Private room,48.06,1,16,2023-06-15,0.43,5,296
1244,Listing 1244,6717,Host176,Manhattan,Chelsea,40.71718,-73.81667,Entire home/apt,214.54,5,18,2023-06-15,0.21,9,182
1245,Listing 1245,6303,Host99,Manhattan,Harlem,40.89498,-73.80324,Private room,147.29,1,11,2023-06-15,0.28,6,194
1246,Listing 1246,3598,Host333,Brooklyn,Bushwick,40.57515,-73.88507,Private room,183.21,5,20,2023-06-15,1.04,3,69
1247,Listing 1247,8198,Host85,Manhattan,Upper West Side,40.82591,-73.90191,Entire home/apt,220.51,7,20,2023-06-15,0.81,1,37
1248,Listing 1248,4393,Host465,Brooklyn,Park Slope,40.6445,-74.04231,Entire home/apt,163.73,7,19,2023-06-15,0.18,4,309
1249,Listing 1249,7714,Host185,Queens,Astoria,40.84442,-73.97451,Private room,67.66,1,29,2023-06-15,0.84,5,65
1250,Listing 1250,8043,Host43,Brooklyn,Park Slope,40.5862,-74.04133,Private room,46.74,3,22,2023-06-15,0.21,2,129
1251,Listing 1251,2037,Host81,Queens,Long Island City,40.79954,-73.83497,Entire home/apt,55.56,2,22,2023-06-15,0.04,7,323
1252,Listing 1252,9643,Host369,Brooklyn,Bedford-Stuyvesant,40.65798,-73.86895,Private room,128.87,5,23,2023-06-15,1.27,2,361
1253,Listing 1253,6441,Host95,Manhattan,SoHo,40.7668,-74.02207,Private room,185.26,5,11,2023-06-15,1.03,6,18
1254,Listing 1254,4297,Host400,Manhattan,Chelsea,40.6925,-73.79051,Entire home/apt,278.94,1,20,2023-06-15,3.74,2,18
1255,Listing 1255,3083,Host242,Manhattan,Chelsea,40.59305,-73.83073,Entire home/apt,267.83,7,15,2023-06-15,0.78,2,267
1256,Listing 1256,1683,Host221,Brooklyn,Bedford-Stuyvesant,40.6281,-73.88874,Private room,116.29,1,15,2023-06-15,0.27,2,305
1257,Listing 1257,1489,Host268,Brooklyn,Park Slope,40.84991,-73.74308,Entire home/apt,159.98,5,16,2023-06-15,1.64,7,78
1258,Listing 1258,9847,Host447,Manhattan,Upper West Side,40.70771,-73.87295,Entire home/apt,282.64,1,28,2023-06-15,0.9,7,40
1259,Listing 1259,1195,Host107,Manhattan,Upper West Side,40.75949,-73.79611,Private room,165.7,2,18,2023-06-15,2.87,4,109
1260,Listing 1260,6273,Host107,Manhattan,SoHo,40.64533,-73.94804,Entire home/apt,305.09,2,15,2023-06-15,2.34,4,47
1261,Listing 1261,1255,Host39,Staten Island,Tottenville,40.53071,-73.94142,Entire home/apt,41.68,2,21,2023-06-15,1.26,9,155
1262,Listing 1262,4953,Host198,Manhattan,SoHo,40.77271,-73.80965,Private room,163.31,7,18,2023-06-15,0.01,1,53
1263,Listing 1263,8691,Host252,Manhattan,Upper West Side,40.77394,-73.71746,Private room,100.28,2,12,2023-06-15,1.78,4,345
1264,Listing 1264,3922,Host486,Brooklyn,Bedford-Stuyvesant,40.78893,-74.00409,Private room,89.69,2,22,2023-06-15,2.32,5,363
1265,Listing 1265,9400,Host158,Bronx,Riverdale,40.87939,-73.94837,Private room,110.1,2,19,2023-06-15,0.15,1,325
1266,Listing 1266,2181,Host162,Brooklyn,Bushwick,40.65712,-73.73975,Private room,140.53,2,23,2023-06-15,0.98,7,150
1267,Listing 1267,8807,Host185,Manhattan,Upper West Side,40.67305,-73.97044,Entire home/apt,236.8,1,20,2023-06-15,1.63,1,111
1268,Listing 1268,8641,Host282,Brooklyn,Bushwick,40.88792,-73.93053,Private room,144.49,3,25,2023-06-15,0.51,4,234
1269,Listing 1269,5272,Host406,Brooklyn,Bushwick,40.68785,-73.74292,Entire home/apt,137.77,1,25,2023-06-15,0.04,2,127
1270,Listing 1270,8882,Host170,Manhattan,Upper West Side,40.85584,-73.88609,Entire home/apt,214.47,5,20,2023-06-15,4.64,4,130
1271,Listing 1271,4713,Host469,Manhattan,SoHo,40.74985,-74.0013,Entire home/apt,227.01,30,19,2023-06-15,0.17,1,246
1272,Listing 1272,3644,Host183,Queens,Flushing,40.88331,-74.02089,Entire home/apt,73.65,2,20,2023-06-15,0.27,7,186
1273,Listing 1273,4009,Host236,Brooklyn,Bedford-Stuyvesant,40.78025,-73.97153,Private room,130.58,2,11,2023-06-15,0.85,9,76
1274,Listing 1274,7153,Host468,Brooklyn,Bushwick,40.64197,-73.71605,Entire home/apt,218.04,5,17,2023-06-15,0.42,7,97
1275,Listing 1275,4860,Host241,Brooklyn,Williamsburg,40.651,-73.93902,Entire home/apt,270.68,2,22,2023-06-15,0.18,7,298
1276,Listing 1276,6515,Host372,Brooklyn,Bedford-Stuyvesant,40.76553,-73.86686,Entire home/apt,108.61,5,17,2023-06-15,0.67,9,160
1277,Listing 1277,1469,Host470,Staten Island,St. George,40.61907,-73.88589,Entire home/apt,114.95,1,24,2023-06-15,2.31,4,4
1278,Listing 1278,6259,Host350,Brooklyn,Bushwick,40.63555,-73.75315,Entire home/apt,147.54,2,25,2023-06-15,0.18,9,68
1279,Listing 1279,9812,Host353,Brooklyn,Park Slope,40.53642,-73.96211,Private room,123.75,1,22,2023-06-15,3.2,9,351
1280,Listing 1280,4305,Host168,Brooklyn,Williamsburg,40.72301,-74.03768,Entire home/apt,129.62,2,19,2023-06-15,3.1,9,222
1281,Listing 1281,4411,Host135,Brooklyn,Williamsburg,40.74616,-73.93745,Shared room,84.09,2,16,2023-06-15,0.56,4,292
1282,Listing 1282,3345,Host61,Bronx,Riverdale,40.74765,-73.79407,Entire home/apt,109.1,3,22,2023-06-15,0.89,5,76
1283,Listing 1283,5649,Host285,Manhattan,Harlem,40.51432,-73.75899,Private room,101.97,5,22,2023-06-15,0.1,3,239
1284,Listing 1284,2753,Host468,Bronx,Riverdale,40.50247,-73.8771,Entire home/apt,121.38,1,21,2023-06-15,0.35,3,322
1285,Listing 1285,1134,Host331,Manhattan,Harlem,40.6323,-73.85276,Entire home/apt,261.2,5,18,2023-06-15,0.56,5,83
1286,Listing 1286,7692,Host246,Brooklyn,Williamsburg,40.77993,-73.71451,Entire home/apt,207.3,2,22,2023-06-15,1.33,5,176
1287,Listing 1287,5078,Host147,Manhattan,Chelsea,40.74448,-73.77474,Entire home/apt,110.7,1,25,2023-06-15,1.43,7,16
1288,Listing 1288,8377,Host158,Brooklyn,Bedford-Stuyvesant,40.75092,-73.99656,Entire home/apt,185.06,1,21,2023-06-15,1.79,7,154
1289,Listing 1289,8826,Host498,Brooklyn,Park Slope,40.64917,-73.88218,Entire home/apt,146.52,1,22,2023-06-15,0.0,3,135
1290,Listing 1290,6618,Host472,Manhattan,Chelsea,40.52774,-74.03156,Entire home/apt,300.38,1,17,2023-06-15,0.62,4,257
1291,Listing 1291,5043,Host419,Queens,Flushing,40.88302,-73.91793,Private room,47.71,2,26,2023-06-15,0.16,1,203
1292,Listing 1292,3225,Host410,Manhattan,SoHo,40.84897,-73.89467,Private room,199.71,1,17,2023-06-15,0.26,2,135
1293,Listing 1293,1193,Host485,Staten Island,St. George,40.65915,-73.76626,Entire home/apt,109.09,5,23,2023-06-15,0.02,7,213
1294,Listing 1294,8760,Host350,Brooklyn,Park Slope,40.71421,-73.94062,Private room,119.65,1,20,2023-06-15,0.01,5,88
1295,Listing 1295,7785,Host224,Staten Island,St. George,40.81295,-74.04193,Entire home/apt,92.77,7,24,2023-06-15,1.67,2,150
1296,Listing 1296,5211,Host347,Queens,Long Island City,40.66969,-73.87765,Entire home/apt,96.03,5,20,2023-06-15,0.34,7,364
1297,Listing 1297,3173,Host84,Brooklyn,Williamsburg,40.70076,-73.83163,Entire home/apt,119.0,1,23,2023-06-15,0.71,2,145
1298,Listing 1298,9862,Host485,Brooklyn,Bedford-Stuyvesant,40.85002,-73.76385,Private room,33.02,2,24,2023-06-15,0.95,3,277
1299,Listing 1299,5085,Host44,Queens,Long Island City,40.76046,-73.90528,Private room,132.7,2,21,2023-06-15,0.19,6,66
1300,Listing 1300,1234,Host69,Manhattan,Harlem,40.51191,-73.87355,Entire home/apt,204.37,5,21,2023-06-15,1.85,2,87
1301,Listing 1301,6125,Host30,Brooklyn,Bedford-Stuyvesant,40.50292,-73.95778,Entire home/apt,132.21,1,23,2023-06-15,0.36,5,72
1302,Listing 1302,4822,Host10,Brooklyn,Williamsburg,40.81242,-73.79776,Private room,125.87,3,15,2023-06-15,0.6,5,127
1303,Listing 1303,5317,Host405,Brooklyn,Park Slope,40.57647,-73.77177,Private room,38.57,7,22,2023-06-15,0.27,1,102
1304,Listing 1304,8445,Host464,Queens,Flushing,40.5366,-73.93257,Private room,85.33,1,17,2023-06-15,1.08,2,326
1305,Listing 1305,9651,Host265,Queens,Long Island City,40.73325,-74.03647,Private room,131.87,2,14,2023-06-15,0.18,1,82
1306,Listing 1306,7614,Host498,Manhattan,Upper West Side,40.52631,-73.7828,Shared room,75.79,3,22,2023-06-15,0.81,8,41
1307,Listing 1307,9630,Host376,Manhattan,SoHo,40.71401,-73.8301,Entire home/apt,236.4,7,15,2023-06-15,4.47,1,45
1308,Listing 1308,7763,Host389,Manhattan,Chelsea,40.61155,-73.72676,Entire home/apt,267.09,30,21,2023-06-15,0.1,4,95
1309,Listing 1309,9311,Host274,Brooklyn,Bushwick,40.69181,-73.8815,Shared room,140.3,1,24,2023-06-15,0.72,7,32
1310,Listing 1310,5062,Host168,Manhattan,SoHo,40.81841,-73.86007,Entire home/apt,227.71,7,17,2023-06-15,0.84,9,211
1311,Listing 1311,4214,Host70,Manhattan,SoHo,40.81143,-73.93602,Private room,122.27,2,18,2023-06-15,0.03,3,321
1312,Listing 1312,3261,Host34,Queens,Astoria,40.63247,-73.7013,Entire home/apt,121.43,1,19,2023-06-15,0.11,6,307
1313,Listing 1313,1721,Host23,Manhattan,Upper West Side,40.69178,-73.72297,Private room,24.09,1,17,2023-06-15,0.1,7,333
1314,Listing 1314,9271,Host297,Brooklyn,Park Slope,40.54087,-73.7342,Private room,180.31,2,17,2023-06-15,1.13,2,260
1315,Listing 1315,6203,Host290,Brooklyn,Park Slope,40.77803,-73.77278,Private room,205.32,1,27,2023-06-15,1.5,1,336
1316,Listing 1316,1743,Host471,Bronx,Riverdale,40.77761,-73.71676,Entire home/apt,53.01,1,16,2023-06-15,0.17,6,159
1317,Listing 1317,6393,Host351,Brooklyn,Bushwick,40.65737,-73.79312,Private room,51.1,7,16,2023-06-15,0.2,8,178
1318,Listing 1318,2028,Host14,Brooklyn,Bedford-Stuyvesant,40.53538,-73.79467,Private room,39.37,2,21,2023-06-15,0.74,2,265
1319,Listing 1319,9145,Host489,Manhattan,Upper West Side,40.84124,-73.79352,Shared room,20.96,2,26,2023-06-15,3.22,9,111
1320,Listing 1320,6704,Host261,Manhattan,Harlem,40.81298,-73.80224,Private room,150.78,1,14,2023-06-15,1.8,7,24
1321,Listing 1321,1830,Host12,Brooklyn,Williamsburg,40.73196,-73.8286,Entire home/apt,166.96,1,23,2023-06-15,0.02,3,101
1322,Listing 1322,6905,Host384,Brooklyn,Bushwick,40.59985,-73.72371,Private room,88.45,7,16,2023-06-15,1.45,7,83
1323,Listing 1323,1436,Host215,Brooklyn,Bedford-Stuyvesant,40.55209,-73.89173,Private room,20.0,1,16,2023-06-15,0.19,5,161
1324,Listing 1324,1088,Host128,Manhattan,Harlem,40.55849,-73.96695,Entire home/apt,223.53,2,19,2023-06-15,0.27,3,359
1325,Listing 1325,8379,Host273,Manhattan,Harlem,40.71167,-73.86994,Shared room,46.34,2,23,2023-06-15,1.01,5,29
1326,Listing 1326,8196,Host259,Queens,Flushing,40.7028,-73.77934,Private room,85.21,3,14,2023-06-15,4.17,4,102
1327,Listing 1327,1493,Host447,Brooklyn,Bedford-Stuyvesant,40.82363,-73.85126,Private room,58.18,30,30,2023-06-15,0.75,8,11
1328,Listing 1328,6254,Host245,Brooklyn,Bedford-Stuyvesant,40.66694,-73.70967,Entire home/apt,128.58,3,13,2023-06-15,1.59,9,194
1329,Listing 1329,6130,Host456,Brooklyn,Bushwick,40.74355,-73.73486,Entire home/apt,208.45,1,15,2023-06-15,0.94,1,52
1330,Listing 1330,1269,Host407,Brooklyn,Park Slope,40.70364,-73.80187,Private room,67.96,2,24,2023-06-15,1.86,2,165
1331,Listing 1331,7575,Host428,Manhattan,SoHo,40.79542,-73.94713,Entire home/apt,210.24,2,19,2023-06-15,0.48,9,222
1332,Listing 1332,7625,Host237,Brooklyn,Williamsburg,40.82537,-73.92768,Entire home/apt,153.96,2,15,2023-06-15,0.02,7,94
1333,Listing 1333,3350,Host244,Bronx,Fordham,40.88876,-73.79894,Private room,31.0,5,23,2023-06-15,1.01,3,82
1334,Listing 1334,3451,Host417,Manhattan,Chelsea,40.61105,-73.73562,Private room,167.98,2,18,2023-06-15,2.88,9,322
1335,Listing 1335,5734,Host46,Brooklyn,Williamsburg,40.69652,-73.82069,Private room,111.58,2,14,2023-06-15,1.34,6,267
1336,Listing 1336,2604,Host367,Bronx,Fordham,40.54924,-73.88494,Entire home/apt,26.01,2,25,2023-06-15,2.04,4,214
1337,Listing 1337,6243,Host40,Manhattan,Harlem,40.51144,-73.72804,Entire home/apt,179.63,2,16,2023-06-15,0.3,2,284
1338,Listing 1338,8426,Host477,Manhattan,Chelsea,40.50307,-74.03231,Shared room,21.97,2,22,2023-06-15,0.76,7,9
1339,Listing 1339,2261,Host22,Bronx,Riverdale,40.71909,-73.7201,Shared room,104.26,1,17,2023-06-15,1.89,4,161
1340,Listing 1340,9681,Host5,Manhattan,Harlem,40.7699,-73.91155,Private room,153.7,2,13,2023-06-15,0.07,9,19
1341,Listing 1341,8038,Host369,Brooklyn,Williamsburg,40.54763,-73.9929,Private room,126.96,1,27,2023-06-15,0.47,9,219
1342,Listing 1342,8526,Host114,Brooklyn,Bedford-Stuyvesant,40.55936,-73.8121,Private room,124.15,1,26,2023-06-15,0.58,6,251
1343,Listing 1343,4253,Host409,Brooklyn,Bedford-Stuyvesant,40.67127,-73.8475,Entire home/apt,199.56,2,15,2023-06-15,1.13,7,148
1344,Listing 1344,8562,Host116,Manhattan,Upper West Side,40.86692,-74.00986,Private room,133.2,1,25,2023-06-15,0.37,9,286
1345,Listing 1345,9841,Host136,Manhattan,Chelsea,40.70686,-73.84975,Entire home/apt,276.33,1,22,2023-06-15,4.0,5,144
1346,Listing 1346,3755,Host231,Manhattan,Harlem,40.85576,-73.79915,Entire home/apt,221.5,5,25,2023-06-15,1.01,9,112
1347,Listing 1347,3051,Host118,Manhattan,Upper West Side,40.5311,-73.95835,Private room,56.8,7,13,2023-06-15,0.04,6,80
1348,Listing 1348,6368,Host488,Brooklyn,Williamsburg,40.81982,-73.88833,Entire home/apt,132.3,1,23,2023-06-15,1.61,6,152
1349,Listing 1349,5834,Host11,Brooklyn,Park Slope,40.78203,-73.79049,Entire home/apt,160.85,3,29,2023-06-15,0.25,2,11
1350,Listing 1350,7066,Host121,Brooklyn,Williamsburg,40.87312,-73.9329,Entire home/apt,137.48,7,18,2023-06-15,0.61,8,189
1351,Listing 1351,5324,Host250,Brooklyn,Bushwick,40.89484,-73.94655,Private room,65.68,5,17,2023-06-15,0.34,5,138
1352,Listing 1352,3005,Host454,Brooklyn,Bedford-Stuyvesant,40.77016,-73.83131,Entire home/apt,195.78,3,17,2023-06-15,1.08,4,21
1353,Listing 1353,6591,Host58,Brooklyn,Park Slope,40.64355,-73.71519,Private room,131.14,30,27,2023-06-15,0.49,4,171
1354,Listing 1354,9201,Host30,Queens,Long Island City,40.82928,-73.80195,Entire home/apt,172.65,1,19,2023-06-15,0.7,4,162
1355,Listing 1355,8934,Host91,Manhattan,Chelsea,40.80687,-73.70756,Private room,104.42,3,19,2023-06-15,2.77,8,97
1356,Listing 1356,3732,Host337,Manhattan,SoHo,40.64982,-73.95103,Entire home/apt,259.84,2,29,2023-06-15,0.65,8,352
1357,Listing 1357,9835,Host479,Manhattan,Harlem,40.89353,-73.89818,Entire home/apt,277.08,2,17,2023-06-15,0.81,8,306
1358,Listing 1358,6265,Host276,Brooklyn,Bedford-Stuyvesant,40.62899,-73.87297,Entire home/apt,155.0,3,15,2023-06-15,2.3,2,210
1359,Listing 1359,7686,Host105,Queens,Flushing,40.53141,-73.84609,Entire home/apt,116.98,2,19,2023-06-15,0.26,4,132
1360,Listing 1360,3542,Host110,Brooklyn,Bedford-Stuyvesant,40.70185,-73.92159,Private room,62.85,3,18,2023-06-15,1.56,5,200
1361,Listing 1361,6778,Host158,Brooklyn,Williamsburg,40.79349,-73.736,Private room,141.41,2,15,2023-06-15,0.68,1,176
1362,Listing 1362,6269,Host341,Queens,Astoria,40.7927,-73.76587,Private room,20.0,3,22,2023-06-15,4.93,4,236
1363,Listing 1363,8045,Host248,Manhattan,Upper West Side,40.7271,-73.89962,Entire home/apt,229.57,5,24,2023-06-15,0.1,1,273
1364,Listing 1364,7656,Host399,Bronx,Fordham,40.61444,-74.01048,Entire home/apt,62.42,1,24,2023-06-15,2.94,1,352
1365,Listing 1365,5021,Host147,Manhattan,Upper West Side,40.55183,-74.01093,Entire home/apt,193.33,2,22,2023-06-15,0.26,9,220
1366,Listing 1366,2611,Host249,Brooklyn,Bedford-Stuyvesant,40.70778,-73.8161,Entire home/apt,246.99,3,16,2023-06-15,0.02,6,309
1367,Listing 1367,6786,Host27,Manhattan,Harlem,40.77207,-73.92245,Private room,193.03,1,18,2023-06-15,1.91,4,157
1368,Listing 1368,2795,Host321,Manhattan,Harlem,40.8524,-73.92624,Entire home/apt,189.31,30,19,2023-06-15,1.8,2,49
1369,Listing 1369,2360,Host395,Brooklyn,Park Slope,40.68536,-73.75913,Entire home/apt,192.16,1,14,2023-06-15,1.74,5,345
1370,Listing 1370,8774,Host221,Brooklyn,Williamsburg,40.68877,-73.96768,Entire home/apt,166.3,2,26,2023-06-15,0.23,6,260
1371,Listing 1371,9530,Host171,Queens,Long Island City,40.51716,-73.79818,Private room,35.54,7,17,2023-06-15,0.77,6,160
1372,Listing 1372,5652,Host150,Brooklyn,Williamsburg,40.58903,-74.03596,Private room,114.95,2,14,2023-06-15,0.86,8,285
1373,Listing 1373,7135,Host418,Manhattan,Harlem,40.57501,-73.99024,Shared room,98.85,5,19,2023-06-15,0.84,5,213
1374,Listing 1374,2040,Host11,Brooklyn,Bushwick,40.68721,-73.97529,Entire home/apt,143.39,7,24,2023-06-15,8.22,6,356
1375,Listing 1375,2887,Host300,Manhattan,Harlem,40.5341,-73.94018,Entire home/apt,199.65,3,18,2023-06-15,1.64,1,26
1376,Listing 1376,1129,Host115,Staten Island,St. George,40.54437,-73.78721,Private room,20.0,3,25,2023-06-15,3.21,8,104
1377,Listing 1377,9364,Host487,Manhattan,Harlem,40.87062,-74.0279,Private room,156.56,2,14,2023-06-15,0.2,1,252
1378,Listing 1378,8816,Host365,Brooklyn,Park Slope,40.62914,-73.99087,Entire home/apt,156.12,7,17,2023-06-15,2.2,8,112
1379,Listing 1379,4051,Host346,Brooklyn,Bushwick,40.58768,-73.79336,Entire home/apt,92.28,2,13,2023-06-15,1.0,6,355
1380,Listing 1380,8316,Host284,Manhattan,Harlem,40.77847,-74.02078,Entire home/apt,223.58,1,17,2023-06-15,1.4,2,237
1381,Listing 1381,6042,Host24,Manhattan,Upper West Side,40.52026,-73.7409,Private room,136.56,5,18,2023-06-15,0.81,4,346
1382,Listing 1382,9064,Host33,Bronx,Riverdale,40.58691,-73.75915,Entire home/apt,99.46,3,12,2023-06-15,1.39,3,284
1383,Listing 1383,9527,Host319,Brooklyn,Bedford-Stuyvesant,40.5339,-73.88734,Entire home/apt,200.01,5,17,2023-06-15,0.24,2,299
1384,Listing 1384,2046,Host181,Bronx,Riverdale,40.62672,-73.73622,Entire home/apt,125.34,1,24,2023-06-15,0.1,3,22
1385,Listing 1385,7771,Host92,Brooklyn,Williamsburg,40.88594,-73.95725,Entire home/apt,125.47,1,17,2023-06-15,1.71,6,207
1386,Listing 1386,2759,Host347,Queens,Long Island City,40.74309,-73.84843,Private room,71.18,1,23,2023-06-15,0.74,2,36
1387,Listing 1387,8229,Host54,Manhattan,Upper West Side,40.71038,-74.02724,Entire home/apt,185.61,1,19,2023-06-15,2.04,7,118
1388,Listing 1388,2628,Host377,Queens,Long Island City,40.66431,-73.85898,Shared room,76.59,2,25,2023-06-15,1.52,6,283
1389,Listing 1389,5075,Host491,Brooklyn,Bushwick,40.76309,-73.76474,Entire home/apt,150.26,2,19,2023-06-15,0.26,6,331
1390,Listing 1390,4967,Host311,Queens,Long Island City,40.88526,-73.87552,Entire home/apt,43.18,2,18,2023-06-15,0.75,6,85
1391,Listing 1391,5757,Host67,Queens,Long Island City,40.86455,-73.85517,Entire home/apt,156.33,1,31,2023-06-15,2.83,3,51
1392,Listing 1392,1038,Host13,Manhattan,Harlem,40.64419,-73.90988,Private room,98.7,5,20,2023-06-15,1.18,6,91
1393,Listing 1393,8972,Host171,Brooklyn,Williamsburg,40.78015,-74.01019,Private room,154.12,5,24,2023-06-15,1.52,3,91
1394,Listing 1394,5814,Host144,Manhattan,Harlem,40.79446,-73.85827,Entire home/apt,268.15,1,13,2023-06-15,1.83,7,193
1395,Listing 1395,3870,Host455,Manhattan,Upper West Side,40.65824,-73.84444,Entire home/apt,110.03,2,23,2023-06-15,0.39,5,116
1396,Listing 1396,6461,Host384,Brooklyn,Park Slope,40.62256,-73.80731,Private room,92.41,1,20,2023-06-15,0.21,1,360
1397,Listing 1397,8544,Host294,Queens,Long Island City,40.79675,-73.8001,Shared room,59.36,1,21,2023-06-15,0.79,8,329
1398,Listing 1398,5963,Host420,Queens,Long Island City,40.69608,-73.96377,Entire home/apt,132.56,2,14,2023-06-15,0.49,6,76
1399,Listing 1399,4331,Host237,Bronx,Fordham,40.66184,-73.99576,Entire home/apt,170.64,2,25,2023-06-15,0.04,9,10
1400,Listing 1400,8760,Host286,Brooklyn,Williamsburg,40.89008,-73.71176,Private room,53.62,1,25,2023-06-15,0.85,7,85
1401,Listing 1401,6106,Host119,Brooklyn,Park Slope,40.53662,-74.01039,Private room,119.78,1,23,2023-06-15,0.76,8,50
1402,Listing 1402,9556,Host356,Brooklyn,Bedford-Stuyvesant,40.63234,-73.95922,Entire home/apt,136.48,3,18,2023-06-15,0.48,5,162
1403,Listing 1403,7719,Host497,Manhattan,SoHo,40.78531,-73.86258,Entire home/apt,227.6,1,28,2023-06-15,4.81,3,129
1404,Listing 1404,8556,Host425,Manhattan,Harlem,40.59792,-74.04902,Entire home/apt,213.24,7,22,2023-06-15,1.55,4,250
1405,Listing 1405,9784,Host468,Manhattan,Chelsea,40.62375,-73.85335,Private room,137.97,7,19,2023-06-15,0.75,8,299
1406,Listing 1406,8459,Host207,Brooklyn,Park Slope,40.84298,-73.86706,Private room,20.0,3,21,2023-06-15,0.04,2,277
1407,Listing 1407,1862,Host145,Manhattan,Chelsea,40.83746,-73.84181,Private room,75.38,3,23,2023-06-15,0.45,8,154
1408,Listing 1408,2382,Host277,Queens,Long Island City,40.57699,-74.0151,Entire home/apt,169.84,3,26,2023-06-15,0.19,1,331
1409,Listing 1409,5691,Host136,Staten Island,Tottenville,40.55072,-74.02188,Entire home/apt,69.31,1,16,2023-06-15,1.24,8,118
1410,Listing 1410,4573,Host470,Queens,Long Island City,40.58529,-74.03671,Private room,74.87,2,21,2023-06-15,2.57,6,99
1411,Listing 1411,7595,Host142,Manhattan,Chelsea,40.76462,-73.88905,Entire home/apt,234.21,1,17,2023-06-15,0.88,3,220
1412,Listing 1412,4756,Host430,Queens,Flushing,40.50643,-73.99694,Private room,91.58,1,24,2023-06-15,0.25,9,208
1413,Listing 1413,7054,Host33,Queens,Long Island City,40.59722,-73.84151,Private room,108.57,3,20,2023-06-15,0.62,2,360
1414,Listing 1414,9791,Host299,Brooklyn,Bedford-Stuyvesant,40.53732,-73.89688,Private room,60.61,1,18,2023-06-15,0.11,4,76
1415,Listing 1415,1170,Host32,Bronx,Fordham,40.73814,-73.73311,Private room,101.79,1,16,2023-06-15,0.23,5,181
1416,Listing 1416,2870,Host166,Bronx,Riverdale,40.6992,-73.86023,Entire home/apt,139.32,1,22,2023-06-15,1.03,7,317
1417,Listing 1417,7818,Host57,Brooklyn,Bedford-Stuyvesant,40.82826,-73.77698,Entire home/apt,167.78,2,16,2023-06-15,1.0,6,237
1418,Listing 1418,6082,Host58,Brooklyn,Park Slope,40.82518,-73.87677,Entire home/apt,229.47,30,19,2023-06-15,1.38,6,12
1419,Listing 1419,9868,Host184,Manhattan,Chelsea,40.70791,-73.91151,Private room,145.43,1,14,2023-06-15,0.0,6,283
1420,Listing 1420,2642,Host246,Bronx,Fordham,40.56414,-73.96652,Entire home/apt,79.1,2,15,2023-06-15,0.8,2,19
1421,Listing 1421,9250,Host88,Manhattan,SoHo,40.55642,-73.82262,Private room,177.2,1,19,2023-06-15,0.03,4,340
1422,Listing 1422,9619,Host367,Manhattan,Harlem,40.76408,-73.95521,Entire home/apt,220.63,1,20,2023-06-15,0.4,7,257
1423,Listing 1423,6718,Host13,Manhattan,Upper West Side,40.54984,-73.88193,Entire home/apt,187.8,1,22,2023-06-15,0.59,1,105
1424,Listing 1424,3665,Host476,Queens,Astoria,40.84582,-73.94103,Entire home/apt,150.1,1,15,2023-06-15,1.24,5,193
1425,Listing 1425,2658,Host128,Manhattan,Chelsea,40.79483,-73.72929,Private room,69.63,1,20,2023-06-15,1.31,4,94
